movie_length,movie_show_time,movie_name,movie_img_url,movie_director,movie_rate,movie_country,movie_language,movie_description,movie_type,movie_actors
片长：0分钟,none,亮剑之雷霆战将  ,https://img.alicdn.com/bao/uploaded/i2/TB1MawqaRUSMeJjy1zdXXaR3FXa_.jpg_300x300.jpg,导演：金沙,0,制片国家/地区：中国大陆,语言：汉语普通话,剧情介绍：　　战争题材标杆之作“亮剑”又出新作——《亮剑3之雷霆战将》将于今年上半年开机。作为献礼中国人民解放军建军90周年的战争片巨制，该剧由《亮剑》原著作者、著名军旅作家都梁及新锐编剧金哥共同合作，谱写一段全新的热血传奇。 总制作人万荣介绍：“全新塑造的男主人公‘王云山’堪称是青春版的李云龙。”战争题材虽然近来在电视剧市场整体表现疲软，但万荣表示，亮剑系列是一只“抗跌股”，将对“亮剑IP”进行全方位开发，手游、漫画和大电影都会陆续推出。十年前，《亮剑》横空出世，在全国掀起了一阵收视狂潮，以平均10.7%的高收视率夺得当年中央电视台的收视冠军。迄今为止，《亮剑》已在各大电视台反复播出了三千余次，成为中国影响力最大的军旅电视剧。之后，都梁亲自编剧、杨阳执导，拍摄了由黄志忠出演李云龙的《亮剑2》（也称《新亮剑》）。《亮剑3之雷霆战将》出品人兼总制片人万荣表示：“第三部全新版《亮剑之雷霆战将》会在主题思想及价值观不变的情况下，做很多新的变化和调整。作为一部青春版的《亮剑3》，首先人物架构和团队都会通过全新的创作更加年轻化。其次，新的剧集里将融合动作美学、网络范儿、国际范儿和热血青春等，情节更加紧张，剧情也会更加紧凑，力求打造出一个全新的‘3.0版《亮剑》’。”据悉，原来《亮剑》的部分主演主创可能会以新的方式参与到新剧中，而具体将怎样参与，开拍前即会揭晓。 　　《亮剑3之雷霆战将》讲述的是热血青年“王云山”在动荡年代英勇抗敌的故事。万荣说：“全新塑造的男主人公‘王云山’堪称是青春版的李云龙。演员的选择很简单，既有帅气的型，也有硬汉的魂。这个角色一旦呈现出来的话，必定不会逊色于当年的李幼斌。” 曾经参与主创制作《亮剑》1、2的浙江东阳中广影视文化股份有限公司与都梁已签下 《亮剑》的独家IP授权，此后将倾力打造“新亮剑”超级IP系列品牌，“新亮剑”的转型之作便是从《亮剑3之雷霆战将》开始。除已筹拍《亮剑3之雷霆战将》外，“新亮剑三部曲”——《亮剑之雷霆战将》、《亮剑之未来战士》、《亮剑之星空大战》及《亮剑》大电影也都在积极策划中。,"类型：剧情,战争","主演：高伟光,吴旭东,张云龙,吴昕"
none,none,星游记之冲出地球  ,https://img.alicdn.com/bao/uploaded/i1/TB1jwZKg8fH8KJjy1XbXXbLdXXa_.jpg_300x300.jpg,none,0,制片国家/地区：中国大陆,语言：汉语普通话,none,类型：动画,none
none,none,闭嘴！爱吧 ,https://img.alicdn.com/bao/uploaded/i2/TB1ZUqOPXXXXXbWXVXXXXXXXXXX_.jpg_300x300.jpg,导演：成时翕,0,"制片国家/地区：韩国,中国大陆","语言：韩语,汉语普通话",剧情介绍：影片内容围绕中韩两国青年男女的爱情展开，在70、80代回顾青春的大时代下，《闭嘴！爱吧》用轻松、幽默的叙述方式讲述一对异国情侣唯美浪漫的梦幻奇遇为观众呈现当代“90后”最真实的爱情观念与生活态度。,"类型：爱情,喜剧","主演：张艺兴,郑秀晶,王一博,朴仁焕"
none,none,繁花 ,https://img.alicdn.com/bao/uploaded/i2/TB12sAhQFXXXXc1XFXXXXXXXXXX_.jpg_300x300.jpg,导演：王家卫,0,"制片国家/地区：中国大陆,中国香港","语言：汉语普通话,上海话",none,类型：剧情 历史,"主演：章子怡,吴亦凡"
none,none,疯狂原始人2 ,https://img.alicdn.com/bao/uploaded/i2/TB1imYiaMsSMeJjSspeXXa77VXa_.jpg_300x300.jpg,"导演：科克·德·米科, 克里斯·桑德斯",0,制片国家/地区：美国,语言：英语,剧情介绍：　　11月15日消息 美国梦工厂动画公司取消《疯狂原始人2》的制作计划。前作于2013年上映时，全球票房达5.87亿美元。 　　今年4月，梦工厂动画以38亿美元，被NBC环球的母公司，美国电讯服务巨头康卡斯特收购后，被并入NBC环球集团。据美媒透露，环球影业董事长探访梦工厂时，跟公司确认了取消续作的制作。该续作于两年前立项，起初计划2017年12月22日上映，但今年6月梦工厂宣布延期到2018年上映，然后现在被直接取消。,"类型：动画,喜剧,冒险","主演：艾玛·斯通,尼古拉斯·凯奇,瑞安·雷诺兹,凯特·戴琳斯"
none,none,封神三部曲之妖乱国殇 ,https://img.alicdn.com/bao/uploaded/i4/TB1Dpn.RpXXXXbcXFXXXXXXXXXX_.jpg_300x300.jpg,"导演：乌尔善, 叶锦添",0,制片国家/地区：中国大陆,语言：汉语普通话,"剧情介绍：《封神三部曲》取材于中国家喻户晓的古典神魔小说名著《封神演义》，讲述一场三千多年前人、仙、妖之间旷日持久的神话战争，谱写一部波澜壮阔的东方神话史诗。该三部曲的第一部正式定名为《封神三部曲之妖乱国殇》。
狐狸精吸食苏妲己的魂魄进入王宫。商纣王受其迷惑，杀妻灭子，炮烙谏言的臣子，残害四方诸侯。建摘星楼。西伯侯姬昌先被囚，后逃回西岐。","类型：史诗,动作,魔幻",主演：
none,none,星游记之风暴法米拉II  ,https://img.alicdn.com/bao/uploaded/i4/TB1CaVkhcnI8KJjSsziXXb8QpXa_.jpg_300x300.jpg,none,0,制片国家/地区：中国大陆,语言：汉语普通话,none,类型：动画,none
片长：90分钟,none,叫醒爱情 ,https://img.alicdn.com/bao/uploaded/T14zbDFjtXXXb1upjX_300x300.jpg,导演：郭在容,0,制片国家/地区：中国大陆,语言：汉语普通话,剧情介绍：因《杨贵妃》“罢导”事件闹的沸沸扬扬的韩国导演郭在容将再度执导爱情片，联手《失恋33天》的编剧鲍鲸鲸以及金牌音乐人李偲菘，打造新片《叫醒爱情》。《叫醒爱情》讲述了一个现代人在职场与爱情之间的故事，发布会现场还举行了中博传媒与人气新锐编剧鲍鲸鲸的签约仪式。,类型：爱情,主演：
片长：0分钟,none,黑色假面 ,https://img.alicdn.com/bao/uploaded/i4/TB1zll3PVXXXXXAXXXXXXXXXXXX_.jpg_300x300.jpg,导演：,0,制片国家/地区：中国大陆,语言：汉语普通话,剧情介绍：《黑色假面》改编自 19 世纪美国文豪爱伦坡的小说《红死病的面具》，以精巧的故事编排和人物塑造挖掘最真实的人性，用严丝合缝的剧情结构和悲天悯人的宏大主题颂扬真理，是不可多得的艺术珍品。,类型：剧情 悬疑,主演：
none,none,速度与激情9 ,https://img.alicdn.com/bao/uploaded/i4/TB1QgOQawsSMeJjSspcXXXjFXXa_.jpg_300x300.jpg,导演：林诣彬,0,制片国家/地区：美国,语言：英语,剧情介绍：　　曾主演过《速度与激情3：东京漂移》的男星卢卡斯·布莱克宣布将加盟《速度与激情7》，据悉，他不仅将加盟第七部，而且已经确定要参演第八部和第九部。这似乎证实了之前媒体的猜测：《速度与激情》的7-9将成为一部新的系列三部曲。,"类型：动作,犯罪","主演：范·迪塞尔,卢卡斯·布莱克,泰瑞斯·吉布森"
none,none,手机2 ,https://img.alicdn.com/bao/uploaded/i3/TB1Cnu4xAOWBuNjSsppXXXPgpXa_.jpg_300x300.jpg,导演：冯小刚,0,制片国家/地区：中国大陆,语言：汉语普通话,"剧情介绍：十八年前，严守一是电视台《有一说一》栏目的主持人；十八年后，他辗转网络做起了脱口秀。十八年前，手机里藏着不为人知的秘密；十八年后，手机又会掀起什么样的风波？
      冯小刚、刘震云、葛优、范冰冰、张国立、徐帆、范伟，原班人马回归，再续经典，演绎又一出直抵人心的现实寓言。",类型：剧情,"主演：葛优,范冰冰,张国立,徐帆,范伟"
none,none,唐人街探案3 ,https://img.alicdn.com/bao/uploaded/i2/TB1N2tfg7CWBuNjy0FaXXXUlXXa_.jpg_300x300.jpg,导演：陈思诚,0,制片国家/地区：中国大陆,语言：汉语普通话,剧情介绍：在《唐探2》结局的部分，唐仁和野田昊都接到一个来自日本的电话，大呼案子太难，提前透露了第三部的故事地点——东京。陈思诚透露，《唐探3》已被列入拍摄计划，未来将在2020年大年初一和观众见面。,"类型：喜剧,悬疑","主演：刘昊然,王宝强,潘粤明"
none,none,荞麦疯长  ,https://img.alicdn.com/bao/uploaded/i4/TB14u5Ms25TBuNjSspmXXaDRVXa_.jpg_300x300.jpg,导演：徐展雄,0,制片国家/地区：中国大陆,语言：汉语普通话,剧情介绍：电影[荞麦疯长]目前已建组筹备，总制片人藤井树、监制陈正道、导演徐展雄、主演马思纯。这是[七月与安生]后，藤井树与马思纯的再度合作，同时也是徐展雄自编自导的电影处女作。徐展雄此前是网剧《心理罪》和电影[功夫瑜伽]的编剧。本片计划今年5月开机。,"类型：剧情,爱情","主演：马思纯,钟楚曦,黄景瑜"
none,none,拂乡心  ,https://img.alicdn.com/bao/uploaded/i3/TB1akIXlCfD8KJjSszhXXbIJFXa_.jpg_300x300.jpg,none,0,制片国家/地区：中国大陆,语言：汉语普通话,剧情介绍：1949年，内地青年蒋生为救老乡黎耀军颠沛流离到了台湾，与亲人永别。西门町红包场的老歌让老兵沉浸在思乡情愫里，他们诞生于战火，成长在迁徙中，却像野草般坚韧，回家是他们永远的盼望，人生的一切终将释怀。,类型：剧情,none
none,none,阿狸·梦之城堡  ,https://img.alicdn.com/bao/uploaded/i4/TB12KVdkFuWBuNjSspnXXX1NVXa_.jpg_300x300.jpg,导演：徐瀚,0,制片国家/地区：中国大陆,语言：汉语普通话,剧情介绍：生活在梦之城阿狸，一直梦想成为采梦英雄。但在现实中，阿狸和自己的队员：闹钟、纸片人，却是采梦队伍中被别人嘲笑无能的废柴小队。有一天，阿狸偶然采集了一个盲人小女孩的梦，两人的命运从此开始有了牵绊。可是，就在阿狸和小女孩成为好朋友的同时，梦之城也出现了前所未有的危机。那么，阿狸能否成为拯救梦之城的英雄？他和小女孩，又将开启什么样的奇幻旅程呢？,类型：动画,none
none,none,日不落酒店  ,https://img.alicdn.com/bao/uploaded/i1/TB111GThkOWBuNjSsppXXXPgpXa_.jpg_300x300.jpg,导演：冯一平,0,制片国家/地区：中国大陆,语言：汉语普通话,剧情介绍：故事发生在一家复古英式酒店，经理石月（黄才伦饰演），从工作到生活，过得像数学公式，无瑕疵且没毛病，年复一年如出一撤。无聊日子终于被一个意外假期所颠覆，妻子（张慧雯饰演）怀孕、乌龙旅途、神秘房客……匪夷所思的离奇事件不断上演，无趣严谨的生活被打破，通关打怪般的解决危机，新生活会不会就在眼前……,类型：剧情,"主演：黄才伦,张慧雯,何子君,高叶"
none,none,五好家庭  ,https://img.alicdn.com/bao/uploaded/i1/TB1tVkobbZnBKNjSZFhXXc.oXXa_.jpg_300x300.jpg,导演：秋微,0,制片国家/地区：中国大陆,语言：汉语普通话,none,类型：剧情,"主演：耿乐,陶虹,李卓钊,金子"
none,none,拆弹专家2  ,https://img.alicdn.com/bao/uploaded/i2/TB1krwzdFuWBuNjSspnXXX1NVXa_.jpg_300x300.jpg,导演：邱礼涛,0,"制片国家/地区：中国大陆,中国香港",语言：汉语普通话,none,"类型：动作,悬疑,犯罪",主演：刘德华
none,none,扫毒2  ,https://img.alicdn.com/bao/uploaded/i1/TB1M23RdN9YBuNjy0FfXXXIsVXa_.jpg_300x300.jpg,导演：邱礼涛,0,"制片国家/地区：中国大陆,中国香港",语言：汉语普通话,none,"类型：剧情,动作,悬疑,犯罪","主演：刘德华,古天乐,应采儿"
none,none,冬去冬又来  ,https://img.alicdn.com/bao/uploaded/i3/TB1nzZRir1YBuNjSszhXXcUsFXa_.jpg_300x300.jpg,导演：邢健,0,制片国家/地区：中国大陆,语言：汉语普通话,剧情介绍：电影故事以中日战争末期的东北农村为背景，讲述了战争时期，乾四爷一家的命运轨迹。影片汇集了颜丙燕、高强、刘頔、杨帆、张志勇等优秀演员。,类型：剧情,主演：颜丙燕
none,none,那一年，我爱过你  ,https://img.alicdn.com/bao/uploaded/i1/TB1j1Aqb_JYBeNjy1zeXXahzVXa_.jpg_300x300.jpg,none,0,制片国家/地区：中国大陆,语言：汉语普通话,剧情介绍：中考发挥出色的温暖遇到了和她一起与时光赛跑的同伴们：善良的卫落，执着的乐篱，霸道的罗冲，倔强的顾念。曾和命运里的安排擦肩，也曾闭上眼睛怀疑世界，梦想在书写青春的宣言，爱已经镌刻在心间。,"类型：剧情,爱情",none
none,none,鬼吹灯之龙岭迷窟  ,https://img.alicdn.com/bao/uploaded/i3/TB1akIXlCfD8KJjSszhXXbIJFXa_.jpg_300x300.jpg,导演：非行,0,制片国家/地区：中国大陆,语言：汉语普通话,剧情介绍：主要讲述了，以一只出自陕西乡间的绣花鞋，引领三位摸金校尉进入一座废弃的唐代大墓，以此拉开古墓探险的故事。,"类型：剧情,悬疑,奇幻",none
none,none,肥龙过江  ,https://img.alicdn.com/bao/uploaded/i3/TB1JVr3gQCWBuNjy0FaXXXUlXXa_.jpg_300x300.jpg,导演：王晶,0,"制片国家/地区：中国大陆,中国香港",语言：汉语普通话,剧情介绍：《肥龙过江》是继《追龙》之后，甄子丹与王晶再次强强联合出品的动作喜剧电影，甄子丹依旧担任监制和主演的工作，而王晶则是继续出任导演。片中甄子丹将变身一枚胖子，挑战动作喜剧。,"类型：喜剧,动作",主演：甄子丹
none,none,飞驰人生  ,https://img.alicdn.com/bao/uploaded/i3/TB1akIXlCfD8KJjSszhXXbIJFXa_.jpg_300x300.jpg,导演：韩寒,0,制片国家/地区：中国大陆,语言：汉语普通话,剧情介绍：　　生性不羁并极具统治力的六届冠军车手遭遇变故跌落神坛。被禁赛五年后，年近四十的他带着六岁儿子复出，在职业生涯的尾声挑战年轻一代的天才们，发誓夺回荣誉。然而世界已经变化，他们不得不面对众多啼笑皆非的境遇。,"类型：剧情,运动",none
none,none,三生三世十里桃花2  ,https://img.alicdn.com/bao/uploaded/i4/TB1MURlexWYBuNjy1zkXXXGGpXa_.jpg_300x300.jpg,"导演：赵小丁, 林玉芬",0,制片国家/地区：中国大陆,语言：汉语普通话,none,类型：剧情,"主演：杨幂,赵又廷,张智尧,迪丽热巴,高伟光"
